phrase,category,d_speeches,r_speeches,total,percent_of_d_speeches,percent_of_r_speeches,chi2,pval,position,index,x,y,vy,vx,sourceX,sourceY,moveX,moveY,correctedY
graduation,education,5,11,16,21.74,40.74,1.40136876,0.23649453,19.000000000000004,111,595.2021820168718,388.98524219249424,0.00001776713349654767,-0.000003951256365156206,606.506188376087,-12.831276469338448,595.2021820168718,388.98524219249424,-1.0147578075057595
drugs,mental health/substance abuse,5,11,16,21.74,40.74,1.40136876,0.23649453,19.000000000000004,112,596.3476973055612,649.8102976231617,0.0000294979048775694,-3.534084226561725e-16,602.2641598643019,22.752756541293614,596.3476973055612,649.8102976231617,-0.18970237683834057
doctor,health care,7,4,11,30.43,14.81,1.37739716,0.240545004,-15.62,113,306.82123965047396,514.6880608081077,0.00001498591058085806,-0.00000232217264534044,288.650126701992,-22.514996551374953,306.82123965047396,514.6880608081077,-5.311939191892293
working families,economy/fiscal issues,7,4,11,30.43,14.81,1.37739716,0.240545004,-15.62,114,304.1567377988227,-7.391690682035583,0.0012711198210047239,-0.00003020021464476605,292.92232319433566,-7.182083240773818,304.1567377988227,-7.391690682035583,-7.391690682035583
job training,economy/fiscal issues,7,4,11,30.43,14.81,1.37739716,0.240545004,-15.62,115,303.15428945467545,3.3811171054448965,-0.0002872174174470299,0.001850592036440875,295.10622522997977,7.26989638299624,303.15428945467545,3.3811171054448965,3.3811171054448965
economic impact,economy/fiscal issues,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,116,524.0517849936015,-1.5402807352429824,-0.005100956085928356,0.022003604297045214,516.8381424078214,-18.101077916803085,524.0517849936015,-1.5402807352429824,-1.5402807352429824
budget calls,economy/fiscal issues,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,117,524.6509047568184,18.02701175020665,0.004591077388975148,-0.0008311795937431946,543.5460999979122,11.068706746444736,524.6509047568184,18.02701175020665,18.02701175020665
water quality,energy/environment,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,118,524.9498375692715,129.96590765609668,0.000005301213059502314,7.06816845312345e-16,523.1080949304989,9.058262980783386,524.9498375692715,129.96590765609668,-0.03409234390332472
lowest unemployment,economy/fiscal issues,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,119,525.2057777911255,23.992755821840845,0.000726429753552015,0.000015331060556998455,527.9861037270276,19.47039129421922,525.2057777911255,23.992755821840845,23.992755821840845
high paying jobs,economy/fiscal issues,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,120,528.0825907994946,8.238627909724785,0.005248260784959697,-0.0020428356845140698,526.3171135013462,-7.893659405179746,528.0825907994946,8.238627909724785,8.238627909724785
high demand jobs,economy/fiscal issues,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,121,529.032634331682,-4.708210850154824,-0.0027041211884207385,-0.0001847957448595991,531.9823538330468,-5.347704237280152,529.032634331682,-4.708210850154824,-4.708210850154824
health issues,health care,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,122,524.9498375692714,519.8500026044278,0.000023323950812931633,8.835210566404311e-16,538.3451850408026,9.716078203812433,524.9498375692714,519.8500026044278,-0.14999739557219982
government spending,economy/fiscal issues,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,123,523.5316527249695,12.134217613270902,-0.0006235579604989088,0.0008575417525586668,521.5204344506761,-20.340145332668577,523.5316527249695,12.134217613270902,12.134217613270902
children foster care,education,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,124,523.6064781124537,377.3617868669685,-0.0006420129495257459,0.00011187967194812879,535.3333778271082,-21.059607164826705,523.6064781124537,377.3617868669685,-12.638213133031513
children foster,education,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,125,528.5731452817727,374.00351132756595,-0.00034228277977488893,0.00029629636629336455,515.6504898429993,-7.38216676566458,528.5731452817727,374.00351132756595,-15.996488672434054
bachelor degree,education,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,126,522.6524330451375,405.0725897011554,0.0003432862981456435,0.000059108521449402135,532.7934754628287,22.88593015281855,522.6524330451375,405.0725897011554,15.07258970115538
tax cuts,economy/fiscal issues,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,127,523.2376587939003,4.747826837499477,0.0034412641813052394,-0.0011640825319898928,531.466029101286,-17.144664788817533,523.2376587939003,4.747826837499477,4.747826837499477
high paying,economy/fiscal issues,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,128,528.6582823132948,2.230695719785196,-0.0007252478685740865,0.0011090973120046524,540.6889162681529,-22.118918686893377,528.6582823132948,2.230695719785196,2.230695719785196
mental health issues,mental health/substance abuse,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,129,524.6083280622415,644.6877273340125,0.000030304389953477413,9.608589965348634e-15,521.3406060850615,-7.405415608568937,524.6083280622415,644.6877273340125,-5.312272665987507
teacher pay raise,education,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,130,522.5355008401917,393.666642690014,-0.00007886296718478958,-0.000095761174257033,510.4762755018799,3.533800642130046,522.5355008401917,393.666642690014,3.666642690013987
school boards,education,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,131,525.0120251715472,388.2116178003197,-0.0001248791447634465,0.000057164828465675054,541.7207329370763,5.591950339986725,525.0120251715472,388.2116178003197,-1.7883821996803135
school college,education,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,132,521.8849760780344,371.62092721420953,-0.00037539424038997765,-0.0001780418709883411,530.9273636091739,-24.464163793320523,521.8849760780344,371.62092721420953,-18.37907278579047
school student,education,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,133,524.4390301241617,399.3471556625871,0.00025724759249426296,-0.00009296817491801449,539.3320630457788,25.74632905690477,524.4390301241617,399.3471556625871,9.347155662587113
high school college,education,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,134,521.8812078827438,383.0943278501798,-0.00006396507583944777,-0.000048216733315014195,545.4713207489946,-18.47768452532919,521.8812078827438,383.0943278501798,-6.905672149820191
non violent,crime/justice,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,135,524.5661266677621,271.7939638525178,0.00002272512073592369,-9.283353470502446e-7,523.3395867811331,38.37364351761256,524.5661266677621,271.7939638525178,11.793963852517777
police officer,crime/justice,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,136,523.4907159281933,251.64495093231878,0.0000033737567011736004,-0.00003375625390616675,548.4415397374183,13.609814325137968,523.4907159281933,251.64495093231878,-8.355049067681222
parents teachers,education,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,137,526.852000010027,368.255117776196,-0.00019218569950913388,-0.000053884385388038195,526.9365529890854,-20.77713933864588,526.852000010027,368.255117776196,-21.744882223803984
tax reform,economy/fiscal issues,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,138,529.2006093721541,14.121711302197426,0.0024084658919153634,0.0013121734368616805,537.2302925287776,-5.885254473961008,529.2006093721541,14.121711302197426,14.121711302197426
violent crime,crime/justice,1,4,5,4.35,14.81,1.360708535,0.243414724,10.46,139,525.4168979928329,245.96448059839312,-0.000023325964763412816,0.000021049974757016176,518.7535426837384,-12.535749075757714,525.4168979928329,245.96448059839312,-14.035519401606876
workers,economy/fiscal issues,18,14,32,78.26,51.85,1.353462158,0.244673768,-26.410000000000004,140,216.6074709548364,4.686507642290304,-0.0000017527180156984636,5.922193825259447e-7,217.23914013929397,10.67358943092927,216.6074709548364,4.686507642290304,4.686507642290304
health care,health care,23,19,42,100,70.37,1.298059965,0.254567898,-29.629999999999995,141,189.78119625453837,519.840028675128,0.000024874853983698674,2.650563169921293e-16,185.13674749481942,-5.5897019029745385,189.78119625453837,519.840028675128,-0.1599713248720036
hospitals,health care,8,5,13,34.78,18.52,1.263594698,0.260971758,-16.26,142,301.4235969719117,521.6382732879208,0.000017241959650545976,5.828017313623936e-7,284.23410265987263,25.819890788818483,301.4235969719117,521.6382732879208,1.6382732879208106
scholarship,education,4,9,13,17.39,33.33,1.214046823,0.270532137,15.939999999999998,143,571.0787795790717,390.3879679450854,0.000023696296910150547,-9.063390788092224e-7,576.3655538443342,-26.894528885532953,571.0787795790717,390.3879679450854,0.3879679450853928
mental health,mental health/substance abuse,10,18,28,43.48,66.67,1.192546584,0.274816481,23.190000000000005,144,631.3777947639978,649.8019682932012,0.00003079307991417888,-5.469427395424746e-54,639.897194271469,-9.419765544740454,631.3777947639978,649.8019682932012,-0.19803170679881532
learning,education,10,18,28,43.48,66.67,1.192546584,0.274816481,23.190000000000005,145,631.1760517899422,387.308343420198,0.000018164320541269716,-1.133861884591858e-14,635.2387520317976,5.048779218426521,631.1760517899422,387.308343420198,-2.691656579801986
crime,crime/justice,6,12,18,26.09,44.44,1.162640902,0.280918513,18.349999999999998,146,590.7369979763383,262.6647945588895,0.000013990018671634896,0.000004737250570296448,593.6240700595823,16.100121689478243,590.7369979763383,262.6647945588895,2.6647945588895254
tuition,education,10,7,17,43.48,25.93,1.125414417,0.28875557,-17.549999999999997,147,291.6266941528235,388.30090753887316,0.000034140979594628215,0.000004735453843632221,286.36900138925677,11.397238976564479,291.6266941528235,388.30090753887316,-1.6990924611268383
health insurance,health care,10,7,17,43.48,25.93,1.125414417,0.28875557,-17.549999999999997,148,290.8931900886278,521.7398950897366,0.00002433465519077523,-2.59018067411132e-15,287.5774658156603,0.7179422693915024,290.8931900886278,521.7398950897366,1.7398950897365921
poverty,economy/fiscal issues,10,7,17,43.48,25.93,1.125414417,0.28875557,-17.549999999999997,149,292.5134913040914,-2.5848129822207553,-0.00004988477583000993,0.0000019009982795094174,285.5897252689231,-13.453133548696231,292.5134913040914,-2.5848129822207553,-2.5848129822207553
small business owners,economy/fiscal issues,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,150,352.20236320730646,5.411447137702962,0.0033458955790695356,-0.000018094740304923883,360.7577213247344,-5.777018271837254,352.20236320730646,5.411447137702962,5.411447137702962
tax dollars,economy/fiscal issues,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,151,356.36659925969957,-27.441173947472613,-0.0060790088258090725,0.004524805667934259,356.93738438678866,-17.796510610626605,356.36659925969957,-27.441173947472613,-27.441173947472613
opportunity zones,economy/fiscal issues,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,152,356.6305611845432,-18.428653491365573,-0.006091435542986828,0.025464353698070784,335.1818637081197,-20.401121119818296,356.6305611845432,-18.428653491365573,-18.428653491365573
make ends meet,economy/fiscal issues,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,153,353.5433511999725,-12.86671181827935,-0.0005264792034540582,-0.010548649345150415,348.5098316421615,20.728005541668225,353.5433511999725,-12.86671181827935,-12.86671181827935
local businesses,economy/fiscal issues,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,154,353.84113402868735,-6.514923872503399,0.0033951419452122726,-0.0026584710761443373,359.65647664755045,-11.379553830795636,353.84113402868735,-6.514923872503399,-6.514923872503399
jobs future,economy/fiscal issues,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,155,358.5936849729856,5.0750334075399035,0.0022077216979939024,0.00007238977530464636,365.73284823611743,-2.950480927860766,358.5936849729856,5.0750334075399035,5.0750334075399035
budget provide,economy/fiscal issues,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,156,354.9710490931894,-0.1867954835125434,0.0009544066021568444,0.0031558431144997263,347.06805416970315,-3.633059333875755,354.9710490931894,-0.1867954835125434,-0.1867954835125434
world class education,education,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,157,355.09605352511477,381.270955870232,-0.00004877928814005835,-0.0000069517202072697936,354.3218311701402,-13.106363705606732,355.09605352511477,381.270955870232,-8.729044129767999
greenhouse gas,energy/environment,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,158,354.3032060524175,129.9614176494445,0.000005999389836939842,-0.0000044199801566833765,336.43829396724647,14.469989700472084,354.3032060524175,129.9614176494445,-0.038582350555486755
dedicated teachers,education,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,159,353.7253118895722,375.0218255628905,-0.0001034278845632985,-0.000007763350759641955,351.6858341987262,-28.07538496845655,353.7253118895722,375.0218255628905,-14.978174437109487
class education,education,4,2,6,17.39,7.41,1.031669351,0.309766908,-9.98,160,354.1498264491328,387.59648112441147,0.00004522111293919261,-0.000022858922064747106,354.7280450560988,-6.806094560592034,354.1498264491328,387.59648112441147,-2.4035188755885315
employment,economy/fiscal issues,3,7,10,13.04,25.93,1.030595813,0.310018769,12.89,161,543.2988259592859,1.8498560945916864,-0.0008866240861596066,-0.008852252757504927,554.9786819586664,-28.89571734454603,543.2988259592859,1.8498560945916864,1.8498560945916864
fiscal,economy/fiscal issues,9,16,25,39.13,59.26,1.006441224,0.315756924,20.129999999999995,162,607.3760247827787,7.102679472548251,0.00008810837465804679,-0.00017122531132563937,615.2763152164191,7.0225190381055995,607.3760247827787,7.102679472548251,7.102679472548251
medical,health care,15,12,27,65.22,44.44,0.992485239,0.319135718,-20.78,163,264.36966880107576,511.99236398206443,0.00002266541693001934,0.000001360170156387082,258.537039445591,-11.061622226248083,264.36966880107576,511.99236398206443,-8.007636017935567
state budget,economy/fiscal issues,7,13,20,30.43,48.15,0.974235105,0.323626222,17.72,164,584.2264690317659,1.3918071434256205,-0.000284297793992437,0.00009513545770395262,587.6928912680609,-0.3053427093198429,584.2264690317659,1.3918071434256205,1.3918071434256205
company,economy/fiscal issues,7,13,20,30.43,48.15,0.974235105,0.323626222,17.72,165,582.9602952716318,-17.36040086928983,-0.001195668812611675,-0.0006842403699809267,586.6378047165775,-24.40604703141446,582.9602952716318,-17.36040086928983,-17.36040086928983
violent,crime/justice,5,10,15,21.74,37.04,0.968867418,0.324962804,15.3,166,565.4141983565836,259.9268259151847,0.000011378255925730224,-7.06816845312345e-16,567.5728208369839,15.547197610680069,565.4141983565836,259.9268259151847,-0.07317408481532084
renewable energy,energy/environment,5,3,8,21.74,11.11,0.876811594,0.349076448,-10.629999999999999,167,348.53405932265724,126.36141764949629,0.000005999389794047875,0.0000017461650266536874,341.75401941883644,-8.424562977978885,348.53405932265724,126.36141764949629,-3.638582350503711
new businesses,economy/fiscal issues,5,3,8,21.74,11.11,0.876811594,0.349076448,-10.629999999999999,168,348.3254238951185,-1.1271961665345256,-0.000916902423986955,-0.0014140246000742224,329.9223051327966,12.83530994454516,348.3254238951185,-1.1271961665345256,-1.1271961665345256
graduate high school,education,5,3,8,21.74,11.11,0.876811594,0.349076448,-10.629999999999999,169,347.71386601194223,389.7955731821772,0.000045453265351966406,0.00000907033644902671,335.0216367302669,-6.887092516545383,347.71386601194223,389.7955731821772,-0.2044268178228208
graduate high,education,5,3,8,21.74,11.11,0.876811594,0.349076448,-10.629999999999999,170,349.647158462553,404.81967657599733,0.000027252035403973247,0.000028235779597425064,334.54083086401454,8.544546509688239,349.647158462553,404.81967657599733,14.819676575997335
property taxes,economy/fiscal issues,5,3,8,21.74,11.11,0.876811594,0.349076448,-10.629999999999999,171,345.47426849879446,5.47743719685077,-0.000913241939688102,-0.0021264896148929604,330.8999024255924,32.78691715447606,345.47426849879446,5.47743719685077,5.47743719685077
young children,education,5,3,8,21.74,11.11,0.876811594,0.349076448,-10.629999999999999,172,348.433095659774,382.6324345974119,0.000027153216211374656,0.00002363240781882485,348.77947943172654,-9.036484341778552,348.433095659774,382.6324345974119,-7.367565402588127
business owners,economy/fiscal issues,5,3,8,21.74,11.11,0.876811594,0.349076448,-10.629999999999999,173,347.2845346873547,-8.257649215255372,-0.0007526762208357511,-0.0005591517489998248,347.7583608598272,-30.99845797338336,347.2845346873547,-8.257649215255372,-8.257649215255372
clean water,energy/environment,5,3,8,21.74,11.11,0.876811594,0.349076448,-10.629999999999999,174,348.5340593227218,133.5614176494963,0.000005999389790069416,0.0000017461649737056886,340.65611586420937,10.07062606593497,348.5340593227218,133.5614176494963,3.561417649496292
opioid addiction,mental health/substance abuse,2,5,7,8.7,18.52,0.855992639,0.354862558,9.82,175,519.5991782916103,649.7974912645407,0.000031489238643265694,8.835210566404311e-16,526.968331497342,-29.328417864788943,519.5991782916103,649.7974912645407,-0.20250873545933246
high schools,education,2,5,7,8.7,18.52,0.855992639,0.354862558,9.82,176,518.1289538793508,398.30332781027226,0.00008908955968151538,-0.00006072663005077133,527.5792945037467,-2.2834535639630436,518.1289538793508,398.30332781027226,8.303327810272265
grow economy,economy/fiscal issues,2,5,7,8.7,18.52,0.855992639,0.354862558,9.82,177,520.7666907597246,-7.433660234229995,0.000004579928596863073,-0.000010970636333114424,526.9953635372573,4.630751434479422,520.7666907597246,-7.433660234229995,-7.433660234229995
fully funded,economy/fiscal issues,2,5,7,8.7,18.52,0.855992639,0.354862558,9.82,178,518.4185903737114,16.585842321727956,0.0006864878691743121,-0.0008337578413519003,526.9631175149594,25.54790408444408,518.4185903737114,16.585842321727956,16.585842321727956
rainy day fund,economy/fiscal issues,2,5,7,8.7,18.52,0.855992639,0.354862558,9.82,179,517.5569079193231,9.846384646198652,0.001062675607862044,0.0007438366457637962,521.7803044649519,21.75395196860393,517.5569079193231,9.846384646198652,9.846384646198652
teacher salaries,education,2,5,7,8.7,18.52,0.855992639,0.354862558,9.82,180,518.6298660403357,388.60407488825405,-0.00007057360422461911,0.00003562036186728146,531.051765459554,-10.803693589783906,518.6298660403357,388.60407488825405,-1.395925111745953
public health,health care,6,4,10,26.09,14.81,0.789049919,0.374387564,-11.28,181,343.1946302312874,519.8415276203531,0.000024641774443298126,-6.786448824301942e-14,328.9559110796253,-12.004328678909733,343.1946302312874,519.8415276203531,-0.1584723796469234
healthier,health care,6,4,10,26.09,14.81,0.789049919,0.374387564,-11.28,182,343.19463023119425,527.8407025300571,0.00004385845426796654,3.312763859373394e-14,341.9982799662289,18.782084064562962,343.19463023119425,527.8407025300571,7.840702530057115
behavioral health,health care,6,4,10,26.09,14.81,0.789049919,0.374387564,-11.28,183,343.19463023119357,511.84235271064915,0.000005425094605015536,3.4080463381678273e-14,336.2031330799763,-13.68663803276716,343.19463023119357,511.84235271064915,-8.157647289350848
taxpayer,economy/fiscal issues,6,11,17,26.09,40.74,0.784408449,0.375796261,14.650000000000002,184,564.2141247901237,0.18704191293870837,-0.000967071506528189,0.0029923173252351678,572.207330584875,-3.8629916549365833,564.2141247901237,0.18704191293870837,0.18704191293870837
private sector,economy/fiscal issues,6,11,17,26.09,40.74,0.784408449,0.375796261,14.650000000000002,185,565.5196251701738,11.012456773627173,0.0009658412175819713,0.004555920420808876,567.8102575397619,27.09508510219839,565.5196251701738,11.012456773627173,11.012456773627173
offenders,crime/justice,4,8,12,17.39,29.63,0.775093935,0.378645801,12.239999999999998,186,539.9479942487475,259.75671438129723,0.000011295736633300032,9.658457102221587e-7,547.4237093421034,-25.26868364813758,539.9479942487475,259.75671438129723,-0.243285618702771
taxpayer dollars,economy/fiscal issues,4,8,12,17.39,29.63,0.775093935,0.378645801,12.239999999999998,187,540.9128339377211,-12.280508838229375,-0.002966947294036989,0.000764939703039407,549.4449577597438,-35.06061837560658,540.9128339377211,-12.280508838229375,-12.280508838229375
revenue,economy/fiscal issues,11,18,29,47.83,66.67,0.76011994,0.38329099,18.840000000000003,188,596.6442641461343,-19.14802953576833,0.00015182077365083856,-0.00030209154424474686,601.209232978714,-24.703178201877797,596.6442641461343,-19.14802953576833,-19.14802953576833
funds,economy/fiscal issues,11,18,29,47.83,66.67,0.76011994,0.38329099,18.840000000000003,189,597.1085480485709,-3.5549354151442287,0.00013231404781503654,0.00012063039737944286,600.7817597547282,4.067235490413291,597.1085480485709,-3.5549354151442287,-3.5549354151442287
hundreds millions dollars,economy/fiscal issues,7,5,12,30.43,18.52,0.734836286,0.391320038,-11.91,190,339.28664711164805,10.533266145746161,-0.0013046874753252491,-0.002126456899058365,326.68016937731215,-19.98268134651324,339.28664711164805,10.533266145746161,10.533266145746161
community college,education,8,6,14,34.78,22.22,0.699792961,0.402853271,-12.560000000000002,191,330.55198544622544,397.15071435170205,5.338522307501525e-8,-0.000006999498508651223,313.3458669116487,16.580109949551982,330.55198544622544,397.15071435170205,7.1507143517020495
emissions,energy/environment,8,6,14,34.78,22.22,0.699792961,0.402853271,-12.560000000000002,192,332.4933116759032,129.9628077483503,0.000005783235400790186,-4.4176052832021557e-16,322.77048676050083,16.331552612050547,332.4933116759032,129.9628077483503,-0.037192251649713626
wages,economy/fiscal issues,9,7,16,39.13,25.93,0.676731079,0.410714643,-13.200000000000003,193,323.41981322095563,6.0226367653640205,0.0009765221623898376,0.0008120632925643557,310.7382227382853,-12.913102105953122,323.41981322095563,6.0226367653640205,6.0226367653640205
environmental,energy/environment,10,8,18,43.48,29.63,0.661656826,0.41597563,-13.849999999999998,194,321.8083816687152,131.87477304105482,0.000014189006121894342,-6.241408298841172e-8,302.5829220081899,-5.903659418809066,321.8083816687152,131.87477304105482,1.874773041054823
millions dollars,economy/fiscal issues,10,8,18,43.48,29.63,0.661656826,0.41597563,-13.849999999999998,195,320.3615623189557,-5.956553330879076,-0.000008041665350917455,-0.001638303777798163,310.5546802339863,6.679937656382488,320.3615623189557,-5.956553330879076,-5.956553330879076
unemployment rate,economy/fiscal issues,11,9,20,47.83,33.33,0.652173913,0.41933652,-14.5,196,315.96499283751325,-16.687497306554427,-0.001151376170993299,0.0010002588204104355,298.6752543998211,-24.129042768454255,315.96499283751325,-16.687497306554427,-16.687497306554427
industries,economy/fiscal issues,7,12,19,30.43,44.44,0.641495042,0.423169939,14.009999999999998,197,553.066409119013,1.28423071568529,0.0010801003848242136,0.0038066167175058864,549.533046271523,-10.79364341298922,553.066409119013,1.28423071568529,1.28423071568529
budgets,economy/fiscal issues,5,9,14,21.74,33.33,0.596273292,0.440003477,11.59,198,536.7970050039667,-4.052512653584926,-0.00021222036733579419,0.0062693671046810335,543.9347257901231,-1.9877018864395675,536.7970050039667,-4.052512653584926,-4.052512653584926
economic growth,economy/fiscal issues,5,9,14,21.74,33.33,0.596273292,0.440003477,11.59,199,535.5161915215535,5.93002320530889,-0.0003209671464613671,0.0036926634875299657,549.0194648474052,6.035957338845544,535.5161915215535,5.93002320530889,5.93002320530889
drug,mental health/substance abuse,10,16,26,43.48,59.26,0.594822247,0.440560421,15.780000000000001,200,569.4271928148291,649.7996099102235,0.000031159798338610833,-3.534084226561725e-16,581.2446012393573,-12.429648924119794,569.4271928148291,649.7996099102235,-0.2003900897765334
law enforcement officers,crime/justice,3,6,9,13.04,22.22,0.581320451,0.445795211,9.18,201,514.2485190139492,263.7222555825509,0.000012088923023227834,9.543256083661236e-16,522.7801943493564,15.014151275264663,514.2485190139492,263.7222555825509,3.722255582550872
enforcement officers,crime/justice,3,6,9,13.04,22.22,0.581320451,0.445795211,9.18,202,514.2485190139506,256.12225558255085,0.000012088923020646696,-9.543256083661236e-16,525.011023987357,-14.344203533916428,514.2485190139506,256.12225558255085,-3.8777444174491507
taxes,economy/fiscal issues,13,20,33,56.52,74.07,0.579758942,0.446406823,17.54999999999999,203,584.016406099301,15.989091988980002,-0.0002654707130688819,-0.000046952043821507336,580.1614727432611,20.50363003678457,584.016406099301,15.989091988980002,15.989091988980002
school districts,education,6,10,16,26.09,37.04,0.465378422,0.495121029,10.95,204,530.8328137360633,404.480955304407,0.00022711148376637229,0.000035129143517996554,539.2759441796946,17.771037522649422,530.8328137360633,404.480955304407,14.480955304407019
universities,education,6,10,16,26.09,37.04,0.465378422,0.495121029,10.95,205,530.7272201082798,394.08149137712593,0.00022812006701756677,-0.0000642485046199891,530.7742037090712,11.937268550838244,530.7272201082798,394.08149137712593,4.0814913771259285
addiction,mental health/substance abuse,6,10,16,26.09,37.04,0.465378422,0.495121029,10.95,206,529.1601041838832,651.5083822980503,0.000030304389973701226,-5.263067000445265e-15,534.8286091341857,2.124029133130516,529.1601041838832,651.5083822980503,1.5083822980502646
school students,education,6,10,16,26.09,37.04,0.465378422,0.495121029,10.95,207,530.3683497952921,382.00268675048125,-0.00019599710145517258,0.000011803710205179853,539.0016242643262,-13.848540551009922,530.3683497952921,382.00268675048125,-7.997313249518754
teacher,education,12,18,30,52.17,66.67,0.434782609,0.509651478,14.5,208,558.6620604518345,388.24668652611035,0.000016891752592598607,2.671125045156889e-7,561.6722147846489,4.10003573740617,558.6620604518345,388.24668652611035,-1.7533134738896479
pay raise,economy/fiscal issues,4,7,11,17.39,25.93,0.411213585,0.521354179,8.54,209,508.7318404374271,18.019507990833382,-0.0012806204823796576,0.00007055100926777018,514.5159149536016,40.3131222795313,508.7318404374271,18.019507990833382,18.019507990833382
million dollars,economy/fiscal issues,4,7,11,17.39,25.93,0.411213585,0.521354179,8.54,210,509.76292248274143,9.684624974418298,-0.0004931295743319554,0.0012133407378378989,507.8717428729086,30.602226614278006,509.76292248274143,9.684624974418298,9.684624974418298
computer science,education,4,7,11,17.39,25.93,0.411213585,0.521354179,8.54,211,509.11964478082564,378.7190053570479,0.00022411298518496773,-0.000019977289217141398,525.963311398399,-36.91863689781037,509.11964478082564,378.7190053570479,-11.280994642952123
costs,economy/fiscal issues,17,16,33,73.91,59.26,0.404089201,0.524984944,-14.649999999999999,212,311.5525098636207,13.039263026243503,0.0013221701005026296,0.00008396009052870549,296.5286507188264,20.975848840633965,311.5525098636207,13.039263026243503,13.039263026243503
economic recovery,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,213,396.93822319711245,0.20966583702112399,-0.025015596678980633,0.019049680179237527,382.3160803124294,-3.414578124641661,396.93822319711245,0.20966583702112399,0.20966583702112399
fair share,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,214,400.47244439971195,5.085603303302505,-0.0016382027889381239,0.005510349075065465,406.37949393858935,26.03075910287412,400.47244439971195,5.085603303302505,5.085603303302505
education opportunity,education,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,215,391.0512538746979,368.7079336634308,-0.00021378007772519992,-0.000010024371188264622,397.66039320721353,-25.450483267117953,391.0512538746979,368.7079336634308,-21.292066336569178
funding education,education,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,216,390.2205945758246,406.6421454896904,0.00014977795685334054,-0.00010906808828512263,375.3016324947328,3.1226965004838765,390.2205945758246,406.6421454896904,16.642145489690392
day kindergarten,education,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,217,394.1493581128967,395.810593993707,0.00007310235236539846,0.00014907054704764176,384.6429642663824,13.557080813804482,394.1493581128967,395.810593993707,5.810593993707016
corporate tax,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,218,385.09685479215716,-24.536142166687355,-0.0050494852671436885,-0.0033706629191538676,377.37481758382256,-1.4320888891032526,385.09685479215716,-24.536142166687355,-24.536142166687355
career technical education,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,219,388.6519339894351,6.291160208593471,-0.010560808397941348,0.019526637459533126,395.58810935626684,14.36235656149657,388.6519339894351,6.291160208593471,6.291160208593471
gas emissions,energy/environment,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,220,390.43091916682766,126.96298927615054,0.000005755008605390658,-2.394627106128873e-15,417.9694189524818,6.6707007608240625,390.43091916682766,126.96298927615054,-3.0370107238494626
budget state,economy/fiscal issues,3,2,5,13.04,7.41,0.39452496,0.529930429,-5.629999999999999,221,402.57686073519505,10.950779680399112,0.0052460993034868075,-0.004700664051466885,377.81839803864665,-7.047606118583314,402.57686073519505,10.950779680399112,10.950779680399112
